Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-12-28,ElastiCache (Caching),us-east-1,94.15,On-Demand,Procurement,11.3,procurement-elasticache
2024-05-08,S3 (Storage),us-east-1,36.82,On-Demand,Data Engineering,6.9,data-engineering-s3
2024-11-13,CloudWatch (Monitoring),eu-west-1,25.12,On-Demand,Warehouse Ops,22.8,warehouse-ops-cloudwatch
2024-01-02,S3 (Storage),us-east-1,82.74,On-Demand,Warehouse Ops,10.7,warehouse-ops-s3
2024-01-13,RDS (Database),ap-south-1,112.63,Savings Plan,Procurement,15.6,procurement-rds
2024-12-14,S3 (Storage),eu-west-1,86.41,On-Demand,Fleet Management,13.7,fleet-management-s3
2024-04-09,EC2 (Compute),us-east-1,204.96,Spot,Logistics,10.3,logistics-ec2
2024-09-02,EKS (Kubernetes),ap-southeast-1,473.59,Savings Plan,Logistics,12.0,logistics-eks
2024-04-01,Lambda (Serverless),ap-southeast-1,9.97,Spot,Procurement,20.3,procurement-lambda
2024-02-01,Lambda (Serverless),us-east-1,36.41,Savings Plan,Procurement,5.7,procurement-lambda
2024-12-30,RDS (Database),eu-west-1,220.14,Reserved,Fleet Management,8.1,fleet-management-rds
2024-09-30,DynamoDB (NoSQL),us-west-2,34.37,Spot,Fleet Management,18.3,fleet-management-dynamodb
2024-11-09,API Gateway,ap-south-1,59.2,Spot,Logistics,6.3,logistics-api gateway
2024-07-11,API Gateway,eu-west-1,44.98,Reserved,Procurement,20.1,procurement-api gateway
2024-05-23,Lambda (Serverless),us-west-2,57.49,Reserved,Platform / DevOps,23.8,platform-/-devops-lambda
2024-07-13,SageMaker (ML),ap-south-1,198.74,On-Demand,Procurement,3.7,procurement-sagemaker
2024-01-27,CloudWatch (Monitoring),ap-south-1,15.66,Savings Plan,Platform / DevOps,17.5,platform-/-devops-cloudwatch
2024-06-20,ElastiCache (Caching),eu-west-1,79.48,Reserved,Data Engineering,19.5,data-engineering-elasticache
2024-02-26,EKS (Kubernetes),ap-south-1,469.23,Savings Plan,Platform / DevOps,6.6,platform-/-devops-eks
2024-05-31,DynamoDB (NoSQL),ap-southeast-1,178.88,Reserved,Warehouse Ops,15.6,warehouse-ops-dynamodb
2024-04-30,API Gateway,us-west-2,13.91,Reserved,Warehouse Ops,7.0,warehouse-ops-api gateway
2024-05-25,EC2 (Compute),eu-west-1,370.63,On-Demand,Platform / DevOps,9.7,platform-/-devops-ec2
2024-02-07,DynamoDB (NoSQL),us-east-1,171.78,On-Demand,Logistics,18.6,logistics-dynamodb
2024-05-22,EKS (Kubernetes),eu-west-1,366.03,Reserved,Procurement,2.3,procurement-eks
2024-05-27,S3 (Storage),ap-southeast-1,116.63,Spot,Procurement,23.5,procurement-s3
2024-12-14,SageMaker (ML),eu-west-1,403.69,Savings Plan,Platform / DevOps,15.1,platform-/-devops-sagemaker
2024-01-04,SQS (Queue),ap-south-1,9.53,Reserved,Warehouse Ops,14.3,warehouse-ops-sqs
2024-12-02,CloudFront (CDN),us-east-1,111.95,Reserved,Warehouse Ops,9.2,warehouse-ops-cloudfront
2024-11-02,CloudWatch (Monitoring),us-west-2,55.85,Reserved,Platform / DevOps,7.4,platform-/-devops-cloudwatch
2024-08-20,SageMaker (ML),ap-south-1,390.52,Savings Plan,Warehouse Ops,2.0,warehouse-ops-sagemaker
2024-09-20,CloudWatch (Monitoring),us-east-1,20.17,Spot,Logistics,23.8,logistics-cloudwatch
2024-09-27,EC2 (Compute),eu-west-1,548.85,Reserved,Platform / DevOps,11.2,platform-/-devops-ec2
2024-02-02,,eu-west-1,67.87,Reserved,Platform / DevOps,9.0,platform-/-devops-cloudfront
2024-08-06,ElastiCache (Caching),us-west-2,110.05,Spot,Fleet Management,21.7,fleet-management-elasticache
2024-05-13,ElastiCache (Caching),eu-west-1,49.89,On-Demand,Logistics,6.0,logistics-elasticache
2024-04-06,EC2 (Compute),eu-west-1,247.99,On-Demand,Fleet Management,14.2,fleet-management-ec2
2024-03-01,CloudFront (CDN),eu-west-1,80.12,On-Demand,Platform / DevOps,18.1,platform-/-devops-cloudfront
2024-05-11,EC2 (Compute),ap-southeast-1,394.47,On-Demand,Procurement,15.2,procurement-ec2
2024-05-06,ElastiCache (Caching),us-east-1,147.87,Savings Plan,Procurement,23.7,procurement-elasticache
2024-08-16,EKS (Kubernetes),ap-southeast-1,158.45,Savings Plan,Data Engineering,8.4,data-engineering-eks
2024-03-18,EC2 (Compute),us-west-2,179.6,On-Demand,Procurement,17.7,procurement-ec2
2024-04-13,DynamoDB (NoSQL),us-west-2,158.55,On-Demand,Fleet Management,23.9,fleet-management-dynamodb
2024-03-26,SNS (Notifications),us-east-1,13.89,On-Demand,Fleet Management,22.0,fleet-management-sns
2024-10-02,SageMaker (ML),ap-southeast-1,263.46,Spot,Logistics,18.8,logistics-sagemaker
2024-10-27,CloudFront (CDN),eu-west-1,37.77,Reserved,Data Engineering,19.4,data-engineering-cloudfront
2024-01-30,Lambda (Serverless),ap-south-1,38.72,On-Demand,Procurement,2.2,procurement-lambda
2024-12-17,API Gateway,us-east-1,36.54,Reserved,Logistics,1.9,logistics-api gateway
2024-04-23,S3 (Storage),ap-southeast-1,40.97,Savings Plan,Fleet Management,16.0,fleet-management-s3
2024-10-28,Redshift (Data Warehouse),eu-west-1,152.82,On-Demand,Fleet Management,9.1,fleet-management-redshift
2024-09-13,SageMaker (ML),eu-west-1,127.2,Reserved,Fleet Management,1.4,fleet-management-sagemaker
2024-01-09,Lambda (Serverless),ap-south-1,17.58,Spot,Procurement,18.2,procurement-lambda
2024-03-23,RDS (Database),us-west-2,157.88,Savings Plan,Data Engineering,24.0,data-engineering-rds
2024-04-18,CloudWatch (Monitoring),eu-west-1,31.49,Spot,Fleet Management,1.6,fleet-management-cloudwatch
2024-02-29,S3 (Storage),us-east-1,105.2,On-Demand,Logistics,4.9,logistics-s3
2024-01-22,CloudFront (CDN),us-west-2,36.71,Reserved,Procurement,12.4,procurement-cloudfront
2024-03-02,Redshift (Data Warehouse),eu-west-1,221.15,Savings Plan,Platform / DevOps,3.6,platform-/-devops-redshift
2024-05-29,SQS (Queue),ap-southeast-1,23.31,Savings Plan,Warehouse Ops,23.1,warehouse-ops-sqs
2024-08-25,RDS (Database),ap-southeast-1,222.3,Savings Plan,Logistics,4.4,logistics-rds
2024-04-10,SNS (Notifications),ap-southeast-1,14.48,Spot,Fleet Management,11.9,fleet-management-sns
2024-03-11,CloudWatch (Monitoring),us-east-1,25.67,Savings Plan,Data Engineering,17.0,data-engineering-cloudwatch
2024-12-21,Redshift (Data Warehouse),eu-west-1,240.1,Reserved,Platform / DevOps,7.3,platform-/-devops-redshift
2024-12-01,DynamoDB (NoSQL),us-east-1,204.09,Reserved,Fleet Management,10.7,fleet-management-dynamodb
2024-07-28,SNS (Notifications),ap-southeast-1,19.87,Savings Plan,Fleet Management,7.0,fleet-management-sns
2024-07-12,RDS (Database),us-west-2,149.18,Reserved,Procurement,20.7,procurement-rds
2024-03-14,API Gateway,eu-west-1,131.29,Savings Plan,Procurement,6.7,procurement-api gateway
2024-04-25,S3 (Storage),us-east-1,71.64,Reserved,Warehouse Ops,20.1,warehouse-ops-s3
2024-03-25,SageMaker (ML),ap-south-1,116.67,Spot,Procurement,16.1,procurement-sagemaker
2024-09-22,Redshift (Data Warehouse),eu-west-1,97.53,Spot,Data Engineering,10.6,data-engineering-redshift
2024-10-03,Route 53 (DNS),ap-southeast-1,9.22,On-Demand,Logistics,4.8,logistics-route 53
2024-06-15,API Gateway,eu-west-1,13.31,Reserved,Data Engineering,5.9,data-engineering-api gateway
2024-10-22,DynamoDB (NoSQL),ap-southeast-1,140.3,Spot,Data Engineering,14.1,data-engineering-dynamodb
2024-06-22,API Gateway,us-west-2,25.15,Spot,Platform / DevOps,22.1,platform-/-devops-api gateway
2024-10-20,SageMaker (ML),eu-west-1,66.83,Savings Plan,Data Engineering,23.4,data-engineering-sagemaker
2024-04-18,EKS (Kubernetes),us-east-1,311.84,Spot,Procurement,12.8,procurement-eks
2024-05-23,SageMaker (ML),us-west-2,385.14,On-Demand,Platform / DevOps,1.4,platform-/-devops-sagemaker
2024-02-28,SageMaker (ML),us-west-2,175.74,Spot,Fleet Management,22.8,fleet-management-sagemaker
2024-09-06,SNS (Notifications),eu-west-1,17.65,Reserved,Logistics,6.8,logistics-sns
2024-03-25,SageMaker (ML),ap-southeast-1,95.63,Savings Plan,Platform / DevOps,13.9,platform-/-devops-sagemaker
2024-12-05,Route 53 (DNS),us-west-2,2.25,Savings Plan,Fleet Management,17.6,fleet-management-route 53
2024-04-25,SNS (Notifications),us-west-2,5.57,On-Demand,Fleet Management,4.9,fleet-management-sns
2024-11-19,SageMaker (ML),eu-west-1,224.02,Savings Plan,Platform / DevOps,17.7,platform-/-devops-sagemaker
2024-06-26,EC2 (Compute),ap-southeast-1,416.72,Spot,Logistics,8.7,logistics-ec2
2024-09-08,S3 (Storage),ap-southeast-1,32.21,Savings Plan,Data Engineering,7.4,data-engineering-s3
2024-04-05,EKS (Kubernetes),ap-south-1,498.98,Reserved,Procurement,4.1,procurement-eks
2024-02-28,S3 (Storage),us-east-1,65.59,Spot,Procurement,13.1,procurement-s3
2024-04-06,EKS (Kubernetes),ap-south-1,215.68,Spot,Procurement,22.2,procurement-eks
2024-07-31,EKS (Kubernetes),us-west-2,485.3,Savings Plan,Platform / DevOps,15.7,platform-/-devops-eks
2024-09-26,Lambda (Serverless),us-east-1,19.5,On-Demand,Platform / DevOps,19.9,platform-/-devops-lambda
2024-03-04,RDS (Database),us-west-2,93.47,Spot,Platform / DevOps,12.0,platform-/-devops-rds
2024-03-27,DynamoDB (NoSQL),ap-south-1,67.11,On-Demand,Logistics,8.7,logistics-dynamodb
2024-04-07,ElastiCache (Caching),us-east-1,132.06,On-Demand,Logistics,16.1,logistics-elasticache
2024-04-19,Route 53 (DNS),ap-southeast-1,26.82,Spot,Warehouse Ops,6.1,warehouse-ops-route 53
2024-08-04,RDS (Database),ap-south-1,86.31,Spot,Fleet Management,5.6,fleet-management-rds
2024-07-09,DynamoDB (NoSQL),us-east-1,34.33,On-Demand,Procurement,4.5,procurement-dynamodb
2024-06-07,SageMaker (ML),ap-south-1,106.43,On-Demand,Procurement,2.8,procurement-sagemaker
2024-09-26,SageMaker (ML),ap-south-1,90.87,On-Demand,Logistics,9.9,logistics-sagemaker
2024-01-11,CloudFront (CDN),us-east-1,32.06,Reserved,Procurement,1.3,procurement-cloudfront
2024-03-13,SQS (Queue),ap-southeast-1,24.19,Spot,Procurement,14.9,procurement-sqs
2024-10-21,Route 53 (DNS),eu-west-1,8.72,On-Demand,Logistics,19.1,logistics-route 53
2024-09-08,CloudFront (CDN),ap-southeast-1,52.63,Savings Plan,Logistics,19.3,logistics-cloudfront
2024-11-25,SQS (Queue),ap-south-1,9.16,Reserved,Platform / DevOps,10.8,platform-/-devops-sqs
2024-12-23,SNS (Notifications),us-east-1,20.11,On-Demand,Warehouse Ops,7.6,warehouse-ops-sns
2024-12-10,EKS (Kubernetes),eu-west-1,170.54,Reserved,Procurement,18.3,procurement-eks
2024-04-20,S3 (Storage),us-west-2,62.41,Spot,Fleet Management,10.4,fleet-management-s3
2024-10-26,SQS (Queue),eu-west-1,23.91,Savings Plan,Procurement,5.9,procurement-sqs
2024-08-28,SageMaker (ML),us-west-2,266.41,Reserved,Warehouse Ops,7.1,warehouse-ops-sagemaker
2024-02-09,CloudFront (CDN),ap-south-1,22.67,Spot,Procurement,10.9,procurement-cloudfront
2024-07-28,Route 53 (DNS),us-west-2,8.26,Spot,Procurement,13.6,procurement-route 53
2024-07-30,SNS (Notifications),ap-south-1,11.74,Spot,Logistics,4.5,logistics-sns
2024-04-19,SNS (Notifications),us-east-1,18.56,On-Demand,Logistics,21.7,logistics-sns
2024-03-25,Redshift (Data Warehouse),ap-southeast-1,169.35,On-Demand,Warehouse Ops,4.4,warehouse-ops-redshift
2024-01-24,Redshift (Data Warehouse),ap-southeast-1,142.71,Spot,Platform / DevOps,11.8,platform-/-devops-redshift
2024-07-26,Redshift (Data Warehouse),us-east-1,254.78,On-Demand,Fleet Management,20.7,fleet-management-redshift
2024-06-14,API Gateway,ap-south-1,57.32,Savings Plan,Data Engineering,6.8,data-engineering-api gateway
2024-11-21,Route 53 (DNS),ap-southeast-1,12.62,On-Demand,Procurement,15.8,procurement-route 53
2024-08-31,EC2 (Compute),ap-southeast-1,282.74,Reserved,Procurement,21.6,procurement-ec2
2024-11-13,SNS (Notifications),us-east-1,8.08,On-Demand,Procurement,12.6,procurement-sns
2024-11-09,API Gateway,ap-south-1,57.17,Reserved,Fleet Management,10.2,fleet-management-api gateway
2024-09-06,CloudFront (CDN),eu-west-1,32.94,Spot,Data Engineering,10.4,data-engineering-cloudfront
2024-10-08,ElastiCache (Caching),us-east-1,100.45,Reserved,Fleet Management,14.4,fleet-management-elasticache
2024-04-28,SQS (Queue),ap-southeast-1,22.6,Spot,Data Engineering,14.4,data-engineering-sqs
2024-11-02,API Gateway,eu-west-1,52.66,Reserved,Fleet Management,6.0,fleet-management-api gateway
2024-09-29,CloudFront (CDN),ap-southeast-1,87.09,On-Demand,Platform / DevOps,8.4,platform-/-devops-cloudfront
2024-05-23,EKS (Kubernetes),us-east-1,277.72,Spot,Platform / DevOps,10.2,platform-/-devops-eks
2024-03-29,Redshift (Data Warehouse),us-west-2,211.02,Savings Plan,Procurement,12.9,procurement-redshift
2024-04-16,Route 53 (DNS),us-east-1,7.92,Savings Plan,Fleet Management,22.3,fleet-management-route 53
2024-09-03,Route 53 (DNS),us-west-2,1.72,Savings Plan,Logistics,21.7,logistics-route 53
2024-10-24,EC2 (Compute),ap-southeast-1,88.24,Reserved,Warehouse Ops,10.9,warehouse-ops-ec2
2024-11-14,Redshift (Data Warehouse),ap-southeast-1,179.74,Spot,Procurement,15.8,procurement-redshift
2024-11-03,API Gateway,us-east-1,24.59,On-Demand,Platform / DevOps,21.3,platform-/-devops-api gateway
2024-07-08,Redshift (Data Warehouse),us-east-1,276.07,Spot,Logistics,12.8,logistics-redshift
2024-04-07,API Gateway,us-east-1,33.2,On-Demand,Warehouse Ops,12.0,warehouse-ops-api gateway
2024-09-15,SNS (Notifications),eu-west-1,14.38,Savings Plan,Warehouse Ops,4.7,warehouse-ops-sns
2024-12-30,CloudWatch (Monitoring),ap-south-1,54.45,Spot,Procurement,20.0,procurement-cloudwatch
2024-05-14,,ap-south-1,246.93,Spot,Fleet Management,9.5,fleet-management-ec2
2024-07-10,RDS (Database),eu-west-1,288.73,On-Demand,Warehouse Ops,9.6,warehouse-ops-rds
2024-06-24,SNS (Notifications),ap-southeast-1,16.98,Savings Plan,Warehouse Ops,11.9,warehouse-ops-sns
2024-08-23,EC2 (Compute),eu-west-1,367.55,Spot,Data Engineering,6.0,data-engineering-ec2
2024-12-22,EKS (Kubernetes),ap-southeast-1,899.43,On-Demand,Data Engineering,12.1,data-engineering-eks
2024-10-12,EKS (Kubernetes),ap-south-1,337.1,On-Demand,Warehouse Ops,3.5,warehouse-ops-eks
2024-08-20,CloudWatch (Monitoring),ap-southeast-1,8.95,Spot,Procurement,2.5,procurement-cloudwatch
2024-10-14,DynamoDB (NoSQL),us-west-2,91.61,On-Demand,Logistics,16.2,logistics-dynamodb
2024-11-19,DynamoDB (NoSQL),us-west-2,206.81,On-Demand,Procurement,14.1,procurement-dynamodb
2024-09-12,CloudFront (CDN),us-west-2,58.52,Reserved,Platform / DevOps,6.7,platform-/-devops-cloudfront
2024-02-24,EC2 (Compute),ap-southeast-1,431.22,Reserved,Logistics,22.8,logistics-ec2
2024-07-22,SageMaker (ML),us-west-2,281.91,Reserved,Data Engineering,12.9,data-engineering-sagemaker
2024-05-22,CloudFront (CDN),ap-south-1,43.1,Reserved,Warehouse Ops,5.6,warehouse-ops-cloudfront
2024-01-25,CloudFront (CDN),us-east-1,56.59,Savings Plan,Procurement,20.5,procurement-cloudfront
2024-09-17,Redshift (Data Warehouse),us-west-2,230.72,Reserved,Warehouse Ops,4.4,warehouse-ops-redshift
2024-07-25,EC2 (Compute),ap-south-1,153.5,Savings Plan,Fleet Management,14.6,fleet-management-ec2
2024-05-22,Route 53 (DNS),ap-southeast-1,2.5,On-Demand,Platform / DevOps,9.7,platform-/-devops-route 53
2024-12-24,Redshift (Data Warehouse),us-east-1,160.05,Spot,Fleet Management,10.6,fleet-management-redshift
2024-04-06,SQS (Queue),us-east-1,19.26,Reserved,Data Engineering,9.5,data-engineering-sqs
2024-06-09,SQS (Queue),us-west-2,23.08,Savings Plan,Procurement,19.9,procurement-sqs
2024-04-28,S3 (Storage),eu-west-1,88.13,On-Demand,Procurement,10.1,procurement-s3
2024-06-15,SageMaker (ML),eu-west-1,60.48,Spot,Fleet Management,8.4,fleet-management-sagemaker
2024-01-26,Lambda (Serverless),ap-southeast-1,54.83,Savings Plan,Warehouse Ops,23.4,warehouse-ops-lambda
2024-04-28,RDS (Database),us-west-2,142.06,On-Demand,Platform / DevOps,18.1,platform-/-devops-rds
2024-09-09,EC2 (Compute),ap-south-1,969.62,Reserved,Logistics,9.6,logistics-ec2
2024-07-13,EKS (Kubernetes),us-west-2,281.88,Savings Plan,Platform / DevOps,23.1,platform-/-devops-eks
2024-05-17,DynamoDB (NoSQL),eu-west-1,54.73,Savings Plan,Fleet Management,2.0,fleet-management-dynamodb
2024-05-25,SQS (Queue),ap-southeast-1,21.23,Savings Plan,Platform / DevOps,17.2,platform-/-devops-sqs
2024-12-20,DynamoDB (NoSQL),us-east-1,190.04,Spot,Data Engineering,3.8,data-engineering-dynamodb
2024-04-20,Lambda (Serverless),us-east-1,109.02,Savings Plan,Platform / DevOps,16.5,platform-/-devops-lambda
2024-12-05,S3 (Storage),ap-southeast-1,29.11,On-Demand,Data Engineering,4.0,data-engineering-s3
2024-02-03,S3 (Storage),ap-south-1,60.54,Spot,Warehouse Ops,21.6,warehouse-ops-s3
2024-05-15,EC2 (Compute),ap-south-1,164.2,Reserved,Fleet Management,5.8,fleet-management-ec2
2024-12-13,CloudWatch (Monitoring),us-west-2,53.1,Reserved,Warehouse Ops,23.7,warehouse-ops-cloudwatch
2024-12-26,CloudWatch (Monitoring),us-east-1,37.76,Reserved,Fleet Management,8.0,fleet-management-cloudwatch
2024-02-26,CloudFront (CDN),eu-west-1,64.21,Spot,Procurement,16.0,procurement-cloudfront
2024-06-14,DynamoDB (NoSQL),us-east-1,160.03,Reserved,Warehouse Ops,6.0,warehouse-ops-dynamodb
2024-01-29,RDS (Database),us-west-2,164.66,Savings Plan,Logistics,11.8,logistics-rds
2024-09-12,ElastiCache (Caching),eu-west-1,102.05,Spot,Warehouse Ops,17.3,warehouse-ops-elasticache
2024-07-12,Route 53 (DNS),ap-south-1,7.36,Savings Plan,Fleet Management,3.2,fleet-management-route 53
2024-08-20,Route 53 (DNS),eu-west-1,7.62,Reserved,Procurement,5.0,procurement-route 53
2024-06-02,API Gateway,ap-southeast-1,45.39,Savings Plan,Data Engineering,8.0,data-engineering-api gateway
2024-01-25,CloudFront (CDN),ap-south-1,76.27,Savings Plan,Warehouse Ops,4.2,warehouse-ops-cloudfront
2024-10-28,EC2 (Compute),ap-southeast-1,119.64,Spot,Procurement,17.1,procurement-ec2
2024-05-20,S3 (Storage),eu-west-1,66.93,Reserved,Platform / DevOps,5.4,platform-/-devops-s3
2024-02-11,Lambda (Serverless),ap-southeast-1,40.71,Savings Plan,Procurement,17.0,procurement-lambda
2024-08-07,Redshift (Data Warehouse),us-west-2,246.9,Savings Plan,Data Engineering,12.6,data-engineering-redshift
2024-07-05,SageMaker (ML),ap-southeast-1,145.92,On-Demand,Procurement,7.1,procurement-sagemaker
2024-02-09,ElastiCache (Caching),ap-southeast-1,38.37,Reserved,Fleet Management,22.8,fleet-management-elasticache
2024-10-11,S3 (Storage),ap-south-1,22.24,Savings Plan,Data Engineering,3.9,data-engineering-s3
2024-04-14,SageMaker (ML),eu-west-1,78.34,Reserved,Platform / DevOps,17.9,platform-/-devops-sagemaker
2024-07-13,Lambda (Serverless),eu-west-1,30.47,Savings Plan,Logistics,10.8,logistics-lambda
2024-01-31,EC2 (Compute),us-east-1,203.23,Reserved,Platform / DevOps,11.5,platform-/-devops-ec2
2024-12-29,S3 (Storage),eu-west-1,83.92,On-Demand,Logistics,14.4,logistics-s3
2024-03-31,DynamoDB (NoSQL),us-east-1,133.3,Savings Plan,Platform / DevOps,23.7,platform-/-devops-dynamodb
2024-06-14,Lambda (Serverless),eu-west-1,48.77,Savings Plan,Logistics,8.2,logistics-lambda
2024-12-20,CloudWatch (Monitoring),eu-west-1,20.01,Spot,Logistics,8.7,logistics-cloudwatch
2024-01-12,ElastiCache (Caching),us-east-1,103.19,On-Demand,Warehouse Ops,2.9,warehouse-ops-elasticache
2024-06-09,API Gateway,eu-west-1,27.46,Reserved,Warehouse Ops,11.9,warehouse-ops-api gateway
2024-08-11,S3 (Storage),us-west-2,95.57,Savings Plan,Logistics,9.8,logistics-s3
2024-06-10,S3 (Storage),ap-south-1,92.23,Spot,Data Engineering,22.7,data-engineering-s3
2024-01-29,RDS (Database),us-west-2,324.11,Savings Plan,Data Engineering,3.9,data-engineering-rds
2024-06-04,EC2 (Compute),us-west-2,134.68,Reserved,Procurement,19.3,procurement-ec2
2024-11-19,CloudWatch (Monitoring),us-east-1,57.78,On-Demand,Fleet Management,10.3,fleet-management-cloudwatch
2024-02-27,S3 (Storage),ap-south-1,78.36,On-Demand,Platform / DevOps,2.6,platform-/-devops-s3
2024-01-07,EKS (Kubernetes),ap-south-1,150.92,Spot,Data Engineering,22.6,data-engineering-eks
2024-11-02,SageMaker (ML),us-west-2,461.64,On-Demand,Platform / DevOps,14.7,platform-/-devops-sagemaker
2024-07-05,CloudWatch (Monitoring),ap-southeast-1,17.63,Savings Plan,Platform / DevOps,21.9,platform-/-devops-cloudwatch
2024-03-09,CloudWatch (Monitoring),ap-southeast-1,32.31,On-Demand,Data Engineering,5.9,data-engineering-cloudwatch
2024-10-13,CloudFront (CDN),us-east-1,64.13,On-Demand,Platform / DevOps,13.5,platform-/-devops-cloudfront
2024-07-17,CloudWatch (Monitoring),us-west-2,25.16,Savings Plan,Data Engineering,10.6,data-engineering-cloudwatch
2024-11-20,CloudWatch (Monitoring),ap-south-1,33.52,Reserved,Fleet Management,23.2,fleet-management-cloudwatch
2024-01-05,CloudFront (CDN),us-west-2,34.92,Spot,Warehouse Ops,15.8,warehouse-ops-cloudfront
2024-07-16,EC2 (Compute),ap-southeast-1,260.02,On-Demand,Platform / DevOps,2.9,platform-/-devops-ec2
2024-01-14,CloudWatch (Monitoring),ap-southeast-1,44.51,On-Demand,Platform / DevOps,2.2,platform-/-devops-cloudwatch
2024-07-05,RDS (Database),us-east-1,301.13,Savings Plan,Warehouse Ops,19.0,warehouse-ops-rds
2024-08-28,ElastiCache (Caching),us-east-1,67.2,On-Demand,Logistics,7.4,logistics-elasticache
2024-12-26,Lambda (Serverless),ap-south-1,70.23,On-Demand,Fleet Management,20.4,fleet-management-lambda
2024-03-02,EKS (Kubernetes),eu-west-1,189.08,On-Demand,Data Engineering,10.3,data-engineering-eks
2024-07-04,Route 53 (DNS),ap-south-1,7.95,On-Demand,Data Engineering,8.3,data-engineering-route 53
2024-02-15,SQS (Queue),eu-west-1,18.27,On-Demand,Fleet Management,6.3,fleet-management-sqs
2024-06-28,CloudFront (CDN),eu-west-1,78.37,On-Demand,Platform / DevOps,13.4,platform-/-devops-cloudfront
2024-04-16,EKS (Kubernetes),us-west-2,315.95,Spot,Fleet Management,7.9,fleet-management-eks
2024-01-05,DynamoDB (NoSQL),ap-south-1,43.84,Spot,Logistics,7.4,logistics-dynamodb
2024-06-16,CloudFront (CDN),eu-west-1,56.89,On-Demand,Procurement,16.2,procurement-cloudfront
2024-11-17,SQS (Queue),eu-west-1,11.64,Savings Plan,Warehouse Ops,8.3,warehouse-ops-sqs
2024-05-20,RDS (Database),ap-southeast-1,142.75,Reserved,Procurement,15.6,procurement-rds
2024-01-25,CloudFront (CDN),us-west-2,86.08,Reserved,Procurement,6.2,procurement-cloudfront
2024-08-06,CloudFront (CDN),us-west-2,66.77,Spot,Fleet Management,10.5,fleet-management-cloudfront
2024-10-02,SQS (Queue),ap-south-1,3.56,Spot,Procurement,12.9,procurement-sqs
2024-12-17,SageMaker (ML),ap-southeast-1,364.63,On-Demand,Warehouse Ops,21.7,warehouse-ops-sagemaker
2024-02-24,RDS (Database),us-west-2,72.38,Reserved,Warehouse Ops,16.7,warehouse-ops-rds
2024-03-06,CloudWatch (Monitoring),us-east-1,42.81,Reserved,Data Engineering,18.1,data-engineering-cloudwatch
2024-11-09,DynamoDB (NoSQL),eu-west-1,137.33,On-Demand,Platform / DevOps,2.6,platform-/-devops-dynamodb
2024-10-31,Route 53 (DNS),ap-south-1,6.01,Spot,Data Engineering,11.4,data-engineering-route 53
2024-09-23,SageMaker (ML),ap-southeast-1,123.8,Reserved,Data Engineering,7.1,data-engineering-sagemaker
2024-03-15,EKS (Kubernetes),eu-west-1,319.43,Spot,Warehouse Ops,11.8,warehouse-ops-eks
2024-03-10,Route 53 (DNS),us-west-2,3.07,Savings Plan,Warehouse Ops,7.5,warehouse-ops-route 53
2024-06-27,CloudFront (CDN),us-east-1,37.19,Reserved,Data Engineering,1.9,data-engineering-cloudfront
2024-06-24,EKS (Kubernetes),eu-west-1,275.55,Reserved,Logistics,21.1,logistics-eks
2024-05-26,ElastiCache (Caching),us-west-2,32.94,On-Demand,Procurement,19.3,procurement-elasticache
2024-05-07,SNS (Notifications),eu-west-1,12.07,On-Demand,Platform / DevOps,15.2,platform-/-devops-sns
2024-05-08,API Gateway,us-east-1,116.51,Reserved,Fleet Management,13.2,fleet-management-api gateway
2024-04-05,Redshift (Data Warehouse),ap-south-1,112.73,Spot,Warehouse Ops,14.3,warehouse-ops-redshift
2024-08-22,Lambda (Serverless),ap-south-1,45.65,Spot,Warehouse Ops,19.7,warehouse-ops-lambda
2024-06-03,CloudWatch (Monitoring),us-east-1,40.34,Reserved,Warehouse Ops,22.6,warehouse-ops-cloudwatch
2024-11-27,Redshift (Data Warehouse),ap-southeast-1,122.4,Reserved,Data Engineering,11.9,data-engineering-redshift
2024-06-02,EKS (Kubernetes),eu-west-1,453.59,On-Demand,Platform / DevOps,4.1,platform-/-devops-eks
2024-06-20,RDS (Database),us-west-2,180.73,Spot,Warehouse Ops,8.0,warehouse-ops-rds
2024-09-22,SQS (Queue),eu-west-1,14.79,Reserved,Data Engineering,2.0,data-engineering-sqs
2024-08-31,CloudWatch (Monitoring),us-east-1,13.67,On-Demand,Fleet Management,4.6,fleet-management-cloudwatch
2024-11-20,SQS (Queue),ap-southeast-1,,Reserved,Logistics,6.1,logistics-sqs
2024-09-06,Redshift (Data Warehouse),eu-west-1,111.52,Reserved,Platform / DevOps,1.2,platform-/-devops-redshift
2024-10-09,S3 (Storage),us-west-2,83.33,Savings Plan,Logistics,3.7,logistics-s3
2024-01-07,SNS (Notifications),us-west-2,30.53,Spot,Fleet Management,10.9,fleet-management-sns
2024-09-05,EKS (Kubernetes),us-east-1,132.94,On-Demand,Data Engineering,1.0,data-engineering-eks
2024-02-24,API Gateway,us-east-1,48.98,On-Demand,Data Engineering,21.0,data-engineering-api gateway
2024-12-02,Lambda (Serverless),ap-south-1,55.75,Spot,Fleet Management,17.5,fleet-management-lambda
2024-12-04,SNS (Notifications),us-east-1,20.05,Spot,Procurement,21.3,procurement-sns
2024-04-11,Route 53 (DNS),ap-south-1,2.44,Savings Plan,Warehouse Ops,2.2,warehouse-ops-route 53
